# PROJECT: BEYOND THE FACADE - Physiological Response Monitoring Prototype
# DISCLAIMER: Educational/Research Prototype Only. Not a medical diagnostic device or lie detector.
timestamp_iso,elapsed_seconds,raw_signal,bpm,mode
2026-09-12T02:15:13.946657,1.011,574,80,DEMO
2026-09-12T02:15:13.990048,1.055,543,80,DEMO
2026-09-12T02:15:14.021928,1.087,527,80,DEMO
2026-09-12T02:15:14.052676,1.117,512,80,DEMO
2026-09-12T02:15:14.084286,1.149,504,80,DEMO
2026-09-12T02:15:14.128990,1.194,498,80,DEMO
2026-09-12T02:15:14.163158,1.228,501,80,DEMO
2026-09-12T02:15:14.195086,1.260,499,80,DEMO
2026-09-12T02:15:14.239362,1.304,496,80,DEMO
2026-09-12T02:15:14.270288,1.335,499,80,DEMO
2026-09-12T02:15:14.301540,1.366,495,80,DEMO
2026-09-12T02:15:14.303173,1.368,497,80,DEMO
2026-09-12T02:15:14.348250,1.413,516,80,DEMO
2026-09-12T02:15:14.380068,1.445,553,80,DEMO
2026-09-12T02:15:14.413026,1.478,615,80,DEMO
2026-09-12T02:15:14.461419,1.526,672,80,DEMO
2026-09-12T02:15:14.504185,1.569,626,80,DEMO
2026-09-12T02:15:14.535282,1.600,570,80,DEMO
2026-09-12T02:15:14.566698,1.631,522,80,DEMO
2026-09-12T02:15:14.598145,1.663,540,80,DEMO
2026-09-12T02:15:14.630662,1.695,566,80,DEMO
2026-09-12T02:15:14.662042,1.727,570,80,DEMO
2026-09-12T02:15:14.709778,1.774,549,80,DEMO
2026-09-12T02:15:14.753245,1.818,525,80,DEMO
2026-09-12T02:15:14.783924,1.849,510,80,DEMO
2026-09-12T02:15:14.814307,1.879,501,80,DEMO
2026-09-12T02:15:14.845689,1.910,497,80,DEMO
2026-09-12T02:15:14.880669,1.945,494,80,DEMO
2026-09-12T02:15:14.923516,1.988,491,80,DEMO
2026-09-12T02:15:14.953448,2.018,494,80,DEMO
2026-09-12T02:15:14.985573,2.050,494,80,DEMO
2026-09-12T02:15:15.015602,2.080,495,80,DEMO
2026-09-12T02:15:15.046840,2.112,498,80,DEMO
2026-09-12T02:15:15.079630,2.144,509,80,DEMO
2026-09-12T02:15:15.123439,2.188,542,80,DEMO
2026-09-12T02:15:15.154666,2.219,598,80,DEMO
2026-09-12T02:15:15.184560,2.249,657,80,DEMO
2026-09-12T02:15:15.216638,2.281,679,80,DEMO
2026-09-12T02:15:15.247520,2.312,646,80,DEMO
2026-09-12T02:15:15.295713,2.360,550,80,DEMO
2026-09-12T02:15:15.338695,2.403,543,80,DEMO
2026-09-12T02:15:15.385564,2.450,575,80,DEMO
2026-09-12T02:15:15.416318,2.481,578,80,DEMO
2026-09-12T02:15:15.447373,2.512,568,80,DEMO
2026-09-12T02:15:15.476638,2.541,552,80,DEMO
2026-09-12T02:15:15.509601,2.574,531,80,DEMO
2026-09-12T02:15:15.554704,2.619,518,80,DEMO
2026-09-12T02:15:15.585690,2.650,512,80,DEMO
2026-09-12T02:15:15.619172,2.684,508,80,DEMO
2026-09-12T02:15:15.663218,2.728,513,80,DEMO
2026-09-12T02:15:15.714943,2.780,511,80,DEMO
2026-09-12T02:15:15.753027,2.818,512,80,DEMO
2026-09-12T02:15:15.756361,2.821,512,80,DEMO
2026-09-12T02:15:15.799402,2.864,514,80,DEMO
2026-09-12T02:15:15.829455,2.894,523,80,DEMO
2026-09-12T02:15:15.863196,2.928,550,80,DEMO
2026-09-12T02:15:15.911889,2.977,637,80,DEMO
2026-09-12T02:15:15.954724,3.019,699,80,DEMO
2026-09-12T02:15:15.998775,3.063,663,80,DEMO
2026-09-12T02:15:16.029199,3.094,598,80,DEMO
2026-09-12T02:15:16.062559,3.127,558,80,DEMO
2026-09-12T02:15:16.106354,3.171,576,80,DEMO
2026-09-12T02:15:16.136856,3.202,596,80,DEMO
2026-09-12T02:15:16.167183,3.232,596,80,DEMO
2026-09-12T02:15:16.197724,3.262,585,80,DEMO
2026-09-12T02:15:16.229578,3.294,569,80,DEMO
2026-09-12T02:15:16.280475,3.345,543,80,DEMO
2026-09-12T02:15:16.320185,3.385,533,80,DEMO
2026-09-12T02:15:16.351260,3.416,531,80,DEMO
2026-09-12T02:15:16.382855,3.448,531,80,DEMO
2026-09-12T02:15:16.422084,3.487,525,80,DEMO
2026-09-12T02:15:16.459989,3.525,528,80,DEMO
2026-09-12T02:15:16.488038,3.553,532,80,DEMO
2026-09-12T02:15:16.528426,3.593,530,80,DEMO
2026-09-12T02:15:16.564017,3.629,525,80,DEMO
2026-09-12T02:15:16.596423,3.661,548,80,DEMO
2026-09-12T02:15:16.627796,3.692,583,80,DEMO
2026-09-12T02:15:16.701449,3.766,708,80,DEMO
2026-09-12T02:15:16.716681,3.781,711,80,DEMO
2026-09-12T02:15:16.831340,3.896,563,80,DEMO
2026-09-12T02:15:16.889368,3.954,603,80,DEMO
2026-09-12T02:15:16.903405,3.968,606,80,DEMO
2026-09-12T02:15:16.946722,4.011,591,80,DEMO
2026-09-12T02:15:17.000444,4.065,564,80,DEMO
2026-09-12T02:15:17.038321,4.103,542,80,DEMO
2026-09-12T02:15:17.056658,4.121,539,80,DEMO
2026-09-12T02:15:17.121526,4.186,527,80,DEMO
2026-09-12T02:15:17.164160,4.229,524,80,DEMO
2026-09-12T02:15:17.203683,4.268,525,80,DEMO
2026-09-12T02:15:17.246073,4.311,524,80,DEMO
2026-09-12T02:15:17.276463,4.341,522,80,DEMO
2026-09-12T02:15:17.309612,4.374,521,80,DEMO
2026-09-12T02:15:17.346397,4.411,541,80,DEMO
2026-09-12T02:15:17.389290,4.454,593,80,DEMO
2026-09-12T02:15:17.422538,4.487,661,80,DEMO
2026-09-12T02:15:17.461780,4.526,701,80,DEMO
2026-09-12T02:15:17.486529,4.551,680,80,DEMO
2026-09-12T02:15:17.521655,4.586,611,80,DEMO
2026-09-12T02:15:17.561052,4.626,551,80,DEMO
2026-09-12T02:15:17.593963,4.659,560,80,DEMO
2026-09-12T02:15:17.636360,4.701,585,80,DEMO
2026-09-12T02:15:17.672426,4.737,584,80,DEMO
2026-09-12T02:15:17.705499,4.770,574,80,DEMO
2026-09-12T02:15:17.727825,4.793,555,80,DEMO
2026-09-12T02:15:17.761574,4.826,536,80,DEMO
2026-09-12T02:15:17.789526,4.854,529,80,DEMO
2026-09-12T02:15:17.821144,4.886,514,80,DEMO
2026-09-12T02:15:17.863444,4.928,510,80,DEMO
2026-09-12T02:15:17.888853,4.954,506,80,DEMO
2026-09-12T02:15:17.898651,4.963,507,80,DEMO
2026-09-12T02:15:17.938317,5.003,508,80,DEMO
2026-09-12T02:15:17.973598,5.038,507,80,DEMO
2026-09-12T02:15:18.009840,5.075,505,80,DEMO
2026-09-12T02:15:18.045633,5.110,503,80,DEMO
2026-09-12T02:15:18.079981,5.145,510,80,DEMO
2026-09-12T02:15:18.120428,5.185,545,80,DEMO
2026-09-12T02:15:18.151264,5.216,595,80,DEMO
2026-09-12T02:15:18.179977,5.245,653,80,DEMO
2026-09-12T02:15:18.214135,5.279,682,80,DEMO
2026-09-12T02:15:18.248060,5.313,643,80,DEMO
2026-09-12T02:15:18.296654,5.361,549,80,DEMO
2026-09-12T02:15:18.329926,5.395,532,80,DEMO
2026-09-12T02:15:18.364847,5.430,554,80,DEMO
2026-09-12T02:15:18.389872,5.455,568,80,DEMO
2026-09-12T02:15:18.429390,5.494,572,80,DEMO
2026-09-12T02:15:18.470985,5.536,544,80,DEMO
2026-09-12T02:15:18.504286,5.569,525,80,DEMO
2026-09-12T02:15:18.538223,5.603,509,80,DEMO
2026-09-12T02:15:18.571340,5.636,500,80,DEMO
2026-09-12T02:15:18.605351,5.670,496,80,DEMO
2026-09-12T02:15:18.648838,5.714,496,80,DEMO
2026-09-12T02:15:18.671160,5.736,493,80,DEMO
2026-09-12T02:15:18.704403,5.769,492,80,DEMO
2026-09-12T02:15:18.739464,5.804,495,80,DEMO
2026-09-12T02:15:18.847799,5.912,510,80,DEMO
2026-09-12T02:15:18.886579,5.951,560,80,DEMO
2026-09-12T02:15:18.926451,5.991,637,80,DEMO
2026-09-12T02:15:18.960804,6.025,676,79,DEMO
2026-09-12T02:15:18.993600,6.058,652,79,DEMO
2026-09-12T02:15:19.029650,6.094,581,79,DEMO
2026-09-12T02:15:19.071225,6.136,529,79,DEMO
2026-09-12T02:15:19.104849,6.170,547,79,DEMO
2026-09-12T02:15:19.140025,6.205,570,79,DEMO
2026-09-12T02:15:19.179550,6.244,569,79,DEMO
2026-09-12T02:15:19.222143,6.287,545,79,DEMO
2026-09-12T02:15:19.260239,6.325,529,79,DEMO
2026-09-12T02:15:19.293265,6.358,518,79,DEMO
2026-09-12T02:15:19.326684,6.391,512,79,DEMO
